3;170
15;4961
30;18887
60;76879
120;302272
340;2396427
680;9560280
900;16668649
1100;24974150
1300;34806976
1750;63035903
1900;74280726
2100;90668637
2350;113622162
2850;166823453
3150;204058773
3800;296639304
4000;328661389
4500;416064613
5000;513651097
6000;739193911
7000;1005878085
8000;1313380120
9000;1662271312
10000;2051863416
